2025-01-24T23:47:03.219002+01:00;2025-01-24T23:47:03.219002+01:00;64;8.276432;49.998984;0.0;0.0;ON;0;5000;0;0.00;0.00;0.00;
2025-01-24T23:48:03.219002+01:00;2025-01-24T23:48:03.219002+01:00;47;8.276432;50.008576764;1.0678616037791908;64.07169622675146;ON;60;4916;84;0.00;0.00;185.00;
2025-01-24T23:49:03.219002+01:00;2025-01-24T23:49:03.219002+01:00;50;8.28023098;50.00196875;1.8520724450286452;55.562173350859354;ON;120;4832;168;0.00;0.00;77.00;
2025-01-24T23:50:03.219002+01:00;2025-01-24T23:50:03.219002+01:00;10;8.29188494;50.001736029;2.686339298215021;53.72678596430042;ON;180;4748;252;0.00;0.00;323.00;
2025-01-24T23:51:03.219002+01:00;2025-01-24T23:51:03.219002+01:00;49;8.293170726;50.000485605;2.8531926917777812;42.79789037666672;ON;240;4664;336;0.00;0.00;72.00;
2025-01-24T23:52:03.219002+01:00;2025-01-24T23:52:03.219002+01:00;3;8.2960705;49.993381636;3.6707741926553386;44.04929031186406;ON;300;4580;420;0.00;0.00;306.00;
2025-01-24T23:53:03.219002+01:00;2025-01-24T23:53:03.219002+01:00;24;8.295403392;49.993246482;3.720830186890546;37.20830186890546;ON;360;4496;504;0.00;0.00;178.00;
2025-01-24T23:54:03.219002+01:00;2025-01-24T23:54:03.219002+01:00;57;8.300313775;49.9915217;4.121278278976161;35.325242391224236;ON;420;4412;588;0.00;0.00;200.00;
2025-01-24T23:55:03.219002+01:00;2025-01-24T23:55:03.219002+01:00;51;8.288707462;49.995683436;5.0723425255016705;38.04256894126253;ON;480;4328;672;0.00;0.00;69.00;
2025-01-24T23:56:03.219002+01:00;2025-01-24T23:56:03.219002+01:00;45;8.287342312;50.003277136;5.923294702012114;39.488631346747425;ON;540;4244;756;0.00;0.00;37.00;
2025-01-24T23:57:03.219002+01:00;2025-01-24T23:57:03.219002+01:00;43;8.280588339;50.00843959;6.674134830033562;40.044808980201374;ON;600;4160;840;0.00;0.00;92.00;
2025-01-24T23:58:03.219002+01:00;2025-01-24T23:58:03.219002+01:00;54;8.27277203;50.004401807;7.3916042937470845;40.31784160225683;ON;660;4076;924;0.00;0.00;27.00;
2025-01-24T23:59:03.219002+01:00;2025-01-24T23:59:03.219002+01:00;26;8.284815096;50.002036643;8.292612486238278;41.46306243119139;ON;720;3992;1008;0.00;0.00;301.00;
2025-01-25T00:00:03.219002+01:00;2025-01-25T00:00:03.219002+01:00;53;8.281427078;50.00526853;8.726431286219576;40.27583670562881;ON;780;3908;1092;0.00;0.00;348.00;
2025-01-25T00:01:03.219002+01:00;2025-01-25T00:01:03.219002+01:00;1;8.289546164;49.999279084;9.610754191077705;41.18894653319016;ON;840;3824;1176;0.00;0.00;340.00;
2025-01-25T00:02:03.219002+01:00;2025-01-25T00:02:03.219002+01:00;23;8.289697803;49.999392948;9.627439493511345;38.50975797404538;ON;900;3740;1260;0.00;0.00;166.00;
2025-01-25T00:03:03.219002+01:00;2025-01-25T00:03:03.219002+01:00;24;8.292289598;49.996374861;10.01120222716939;37.542008351885215;ON;960;3656;1344;0.00;0.00;96.00;
2025-01-25T00:04:03.219002+01:00;2025-01-25T00:04:03.219002+01:00;26;8.297793643;49.995725671;10.411650274403433;36.74700096848271;ON;1020;3572;1428;0.00;0.00;114.00;
2025-01-25T00:05:03.219002+01:00;2025-01-25T00:05:03.219002+01:00;44;8.302552599;49.998139882;10.845469017202168;36.15156339067389;ON;1080;3488;1512;0.00;0.00;142.00;
2025-01-25T00:06:03.219002+01:00;2025-01-25T00:06:03.219002+01:00;24;8.296522702;49.992804285;11.579623884734374;36.567233320213816;ON;1140;3404;1596;0.00;0.00;345.00;
2025-01-25T00:07:03.219002+01:00;2025-01-25T00:07:03.219002+01:00;29;8.293478557;49.995822685;11.980071993044753;35.94021597913426;ON;1200;3320;1680;0.00;0.00;235.00;
2025-01-25T00:08:03.219002+01:00;2025-01-25T00:08:03.219002+01:00;35;8.297404027;49.992283525;12.463946797239679;35.61127656354194;ON;1260;3236;1764;0.00;0.00;347.00;
2025-01-25T00:09:03.219002+01:00;2025-01-25T00:09:03.219002+01:00;20;8.305477437;49.993046388;13.047933583829181;35.58527341044322;ON;1320;3152;1848;0.00;0.00;47.00;
