2025-01-24T23:47:03.219002+01:00;2025-01-24T23:47:03.219002+01:00;55;8.570487;50.050194;0.0;0.0;ON;0;2700;0;0.00;0.00;0.00;
2025-01-24T23:48:03.219002+01:00;2025-01-24T23:48:03.219002+01:00;30;8.570487;50.058437781;0.9176935031315822;55.06161018789493;ON;60;2655;45;0.00;0.00;12.00;
2025-01-24T23:49:03.219002+01:00;2025-01-24T23:49:03.219002+01:00;50;8.566728547;50.062232201;1.4182536551151657;42.54760965345497;ON;120;2610;90;0.00;0.00;201.00;
2025-01-24T23:50:03.219002+01:00;2025-01-24T23:50:03.219002+01:00;52;8.566005912;50.069712179;2.2525205686286727;45.05041137257345;ON;180;2565;135;0.00;0.00;204.00;
2025-01-24T23:51:03.219002+01:00;2025-01-24T23:51:03.219002+01:00;25;8.568459893;50.062078898;3.1201580930776904;46.802371396165356;ON;240;2520;180;0.00;0.00;177.00;
2025-01-24T23:52:03.219002+01:00;2025-01-24T23:52:03.219002+01:00;4;8.57358267;50.063875226;3.5372914623195872;42.44749754783505;ON;300;2475;225;0.00;0.00;173.00;
2025-01-24T23:53:03.219002+01:00;2025-01-24T23:53:03.219002+01:00;47;8.573385782;50.063289152;3.604032774417546;36.04032774417546;ON;360;2430;270;0.00;0.00;287.00;
2025-01-24T23:54:03.219002+01:00;2025-01-24T23:54:03.219002+01:00;38;8.56353238;50.060188256;4.388243643099776;37.61351694085523;ON;420;2385;315;0.00;0.00;29.00;
2025-01-24T23:55:03.219002+01:00;2025-01-24T23:55:03.219002+01:00;36;8.557645107;50.055927393;5.022286496665643;37.66714872499232;ON;480;2340;360;0.00;0.00;309.00;
2025-01-24T23:56:03.219002+01:00;2025-01-24T23:56:03.219002+01:00;50;8.565224536;50.058259002;5.622958665032687;37.486391100217915;ON;540;2295;405;0.00;0.00;145.00;
2025-01-24T23:57:03.219002+01:00;2025-01-24T23:57:03.219002+01:00;43;8.570685413;50.064882852;6.457225486953593;38.74335292172156;ON;600;2250;450;0.00;0.00;72.00;
2025-01-24T23:58:03.219002+01:00;2025-01-24T23:58:03.219002+01:00;46;8.573233573;50.05864876;7.174695033662534;39.13470018361382;ON;660;2205;495;0.00;0.00;181.00;
2025-01-24T23:59:03.219002+01:00;2025-01-24T23:59:03.219002+01:00;29;8.563176037;50.061067003;7.942220562904654;39.71110281452327;ON;720;2160;540;0.00;0.00;271.00;
2025-01-25T00:00:03.219002+01:00;2025-01-25T00:00:03.219002+01:00;53;8.568140841;50.064022674;8.426095359774616;38.88967089126746;ON;780;2115;585;0.00;0.00;142.00;
2025-01-25T00:01:03.219002+01:00;2025-01-25T00:01:03.219002+01:00;45;8.560867753;50.057595666;9.310418220973887;39.90179237560237;ON;840;2070;630;0.00;0.00;86.00;
2025-01-25T00:02:03.219002+01:00;2025-01-25T00:02:03.219002+01:00;21;8.551166596;50.055007249;10.061258409169318;40.24503363667727;ON;900;2025;675;0.00;0.00;22.00;
2025-01-25T00:03:03.219002+01:00;2025-01-25T00:03:03.219002+01:00;5;8.551123206;50.051859747;10.411650454154454;39.043689203079204;ON;960;1980;720;0.00;0.00;156.00;
2025-01-25T00:04:03.219002+01:00;2025-01-25T00:04:03.219002+01:00;40;8.550094003;50.052213215;10.495077159972078;37.04144879990145;ON;1020;1935;765;0.00;0.00;297.00;
2025-01-25T00:05:03.219002+01:00;2025-01-25T00:05:03.219002+01:00;47;8.559364732;50.051498124;11.16249067606661;37.208302253555374;ON;1080;1890;810;0.00;0.00;121.00;
2025-01-25T00:06:03.219002+01:00;2025-01-25T00:06:03.219002+01:00;32;8.570322997;50.051154789;11.946701498917363;37.72642578605483;ON;1140;1845;855;0.00;0.00;148.00;
2025-01-25T00:07:03.219002+01:00;2025-01-25T00:07:03.219002+01:00;37;8.567795953;50.04664124;12.480632291451808;37.44189687435543;ON;1200;1800;900;0.00;0.00;276.00;
2025-01-25T00:08:03.219002+01:00;2025-01-25T00:08:03.219002+01:00;36;8.56396037;50.051610141;13.097989709088857;37.42282774025388;ON;1260;1755;945;0.00;0.00;174.00;
2025-01-25T00:09:03.219002+01:00;2025-01-25T00:09:03.219002+01:00;31;8.556091028;50.04971715;13.698661809815638;37.35998675404265;ON;1320;1710;990;0.00;0.00;199.00;
2025-01-25T00:10:03.219002+01:00;2025-01-25T00:10:03.219002+01:00;8;8.549710492;50.047525568;14.215907287369529;37.08497553226833;ON;1380;1665;1035;0.00;0.00;318.00;
2025-01-25T00:11:03.219002+01:00;2025-01-25T00:11:03.219002+01:00;21;8.548508788;50.046607781;14.349389946562185;35.87347486640546;ON;1440;1620;1080;0.00;0.00;345.00;
2025-01-25T00:12:03.219002+01:00;2025-01-25T00:12:03.219002+01:00;5;8.545842197;50.049248885;14.699782017924413;35.27947684301859;ON;1500;1575;1125;0.00;0.00;241.00;
2025-01-25T00:13:03.219002+01:00;2025-01-25T00:13:03.219002+01:00;37;8.546758324;50.048784573;14.783208716760257;34.11509703867751;ON;1560;1530;1170;0.00;0.00;181.00;
2025-01-25T00:14:03.219002+01:00;2025-01-25T00:14:03.219002+01:00;13;8.53867031;50.05072975;15.400566173256012;34.22348038501336;ON;1620;1485;1215;0.00;0.00;251.00;
2025-01-25T00:15:03.219002+01:00;2025-01-25T00:15:03.219002+01:00;30;8.53769437;50.052574766;15.617475611558298;33.46601916762492;ON;1680;1440;1260;0.00;0.00;195.00;
2025-01-25T00:16:03.219002+01:00;2025-01-25T00:16:03.219002+01:00;6;8.539231383;50.056961749;16.118035765240347;33.347660203945544;ON;1740;1395;1305;0.00;0.00;353.00;
2025-01-25T00:17:03.219002+01:00;2025-01-25T00:17:03.219002+01:00;30;8.540505115;50.057335967;16.218147799951662;32.436295599903325;ON;1800;1350;1350;0.00;0.00;22.00;
2025-01-25T00:18:03.219002+01:00;2025-01-25T00:18:03.219002+01:00;15;8.540443127;50.052839535;16.718707927919144;32.35878953790802;ON;1860;1305;1395;0.00;0.00;270.00;
2025-01-25T00:19:03.219002+01:00;2025-01-25T00:19:03.219002+01:00;45;8.539826658;50.055052723;16.96898795540911;31.816852416392077;ON;1920;1260;1440;0.00;0.00;358.00;
2025-01-25T00:20:03.219002+01:00;2025-01-25T00:20:03.219002+01:00;52;8.538344264;50.061730155;17.719828173180954;32.21786940578355;ON;1980;1215;1485;0.00;0.00;205.00;
2025-01-25T00:21:03.219002+01:00;2025-01-25T00:21:03.219002+01:00;30;8.529665611;50.056279954;18.587465745667654;32.801410139413505;ON;2040;1170;1530;0.00;0.00;267.00;
2025-01-25T00:22:03.219002+01:00;2025-01-25T00:22:03.219002+01:00;33;8.529913295;50.051786159;19.08802586203609;32.72233004920472;ON;2100;1125;1575;0.00;0.00;217.00;
2025-01-25T00:23:03.219002+01:00;2025-01-25T00:23:03.219002+01:00;33;8.528156484;50.046970251;19.63864193702966;32.73106989504944;ON;2160;1080;1620;0.00;0.00;100.00;
2025-01-25T00:24:03.219002+01:00;2025-01-25T00:24:03.219002+01:00;48;8.524255827;50.051235446;20.189258028136017;32.73933734292327;ON;2220;1035;1665;0.00;0.00;20.00;
2025-01-25T00:25:03.219002+01:00;2025-01-25T00:25:03.219002+01:00;30;8.534485743;50.054170973;20.9901542331002;33.142348789105576;ON;2280;990;1710;0.00;0.00;237.00;
2025-01-25T00:26:03.219002+01:00;2025-01-25T00:26:03.219002+01:00;50;8.527608847;50.053320462;21.49071429406233;33.062637375480506;ON;2340;945;1755;0.00;0.00;243.00;
2025-01-25T00:27:03.219002+01:00;2025-01-25T00:27:03.219002+01:00;11;8.517221323;50.049903009;22.324981147602216;33.487471721403324;ON;2400;900;1800;0.00;0.00;358.00;
